"","Total.Entries","CS","ID","RD1","RD2","RD3","RD4","RD5","R1","R2","R3","R4","R5","RD_sum","R_sum","CurrentLabel","NextLabel"
"1136",5,5,0,0,0,0,1,2,0,0,0,3,5,3,8,2,0
"1137",5,5,0,0,0,0,1,2,0,0,0,3,6,3,9,0,2
"1138",5,5,0,0,0,0,1,2,0,0,0,5,10,3,15,0,0
"1139",5,5,0,0,0,0,1,3,0,0,0,1,5,4,6,0,0
"1140",5,5,0,0,0,0,1,3,0,0,0,1,5,4,6,2,2
"1141",5,5,0,0,0,0,1,3,0,0,0,1,11,4,12,1,1
"1142",5,5,0,0,0,0,1,3,0,0,0,2,4,4,6,0,2
"1143",5,5,0,0,0,0,1,3,0,0,0,3,5,4,8,2,0
"1144",5,5,0,0,0,0,1,4,0,0,0,1,14,5,15,0,1
"1145",5,5,0,0,0,0,1,4,0,0,0,2,8,5,10,0,1
"1146",5,5,0,0,0,0,1,4,0,0,0,3,19,5,22,2,2
"1147",5,5,0,0,0,0,2,2,0,0,0,3,6,4,9,1,2
"1148",5,5,0,0,0,0,2,3,0,0,0,3,10,5,13,1,1
"1149",5,5,0,0,0,0,2,3,0,0,0,5,6,5,11,1,1
"1150",5,5,0,0,0,1,1,1,0,0,1,1,1,3,3,0,0
"1151",5,5,0,0,0,1,1,1,0,0,1,1,1,3,3,1,2
"1152",5,5,0,0,0,1,1,1,0,0,1,1,1,3,3,2,0
"1153",5,5,0,0,0,1,1,1,0,0,1,1,2,3,4,0,0
"1154",5,5,0,0,0,1,1,1,0,0,1,1,2,3,4,1,0
"1155",5,5,0,0,0,1,1,1,0,0,1,1,3,3,5,0,0
"1156",5,5,0,0,0,1,1,1,0,0,1,1,3,3,5,1,1
"1157",5,5,0,0,0,1,1,1,0,0,1,1,3,3,5,2,0
"1158",5,5,0,0,0,1,1,1,0,0,1,1,4,3,6,0,0
"1159",5,5,0,0,0,1,1,1,0,0,1,1,4,3,6,1,2
"1160",5,5,0,0,0,1,1,1,0,0,1,1,7,3,9,2,1
"1161",5,5,0,0,0,1,1,1,0,0,1,1,8,3,10,1,0
"1162",5,5,0,0,0,1,1,1,0,0,1,2,2,3,5,0,1
"1163",5,5,0,0,0,1,1,1,0,0,1,2,2,3,5,1,2
"1164",5,5,0,0,0,1,1,1,0,0,1,2,3,3,6,0,0
"1165",5,5,0,0,0,1,1,1,0,0,1,2,3,3,6,1,2
"1166",5,5,0,0,0,1,1,1,0,0,1,2,3,3,6,2,2
"1167",5,5,0,0,0,1,1,1,0,0,1,2,4,3,7,0,0
"1168",5,5,0,0,0,1,1,1,0,0,1,2,14,3,17,0,1
"1169",5,5,0,0,0,1,1,1,0,0,1,3,3,3,7,2,0
"1170",5,5,0,0,0,1,1,1,0,0,1,3,4,3,8,2,0
"1171",5,5,0,0,0,1,1,1,0,0,1,3,5,3,9,2,1
"1172",5,5,0,0,0,1,1,1,0,0,1,3,6,3,10,0,2
"1173",5,5,0,0,0,1,1,1,0,0,1,7,9,3,17,0,2
"1174",5,5,0,0,0,1,1,1,0,0,2,2,4,3,8,0,1
"1175",5,5,0,0,0,1,1,1,0,0,2,2,4,3,8,1,1
"1176",5,5,0,0,0,1,1,1,0,0,2,3,4,3,9,1,1
"1177",5,5,0,0,0,1,1,1,0,0,2,4,6,3,12,0,0
"1178",5,5,0,0,0,1,1,1,0,0,2,5,11,3,18,0,2
"1179",5,5,0,0,0,1,1,1,0,0,2,5,17,3,24,1,1
"1180",5,5,0,0,0,1,1,1,0,0,2,10,12,3,24,0,2
"1181",5,5,0,0,0,1,1,2,0,0,1,1,2,4,4,0,0
"1182",5,5,0,0,0,1,1,2,0,0,1,1,2,4,4,2,1
"1183",5,5,0,0,0,1,1,2,0,0,1,1,3,4,5,0,1
"1184",5,5,0,0,0,1,1,2,0,0,1,1,5,4,7,0,2
"1185",5,5,0,0,0,1,1,2,0,0,1,2,2,4,5,0,2
"1186",5,5,0,0,0,1,1,2,0,0,1,2,4,4,7,1,0
"1187",5,5,0,0,0,1,1,2,0,0,1,2,5,4,8,0,1
"1188",5,5,0,0,0,1,1,2,0,0,1,2,5,4,8,1,0
"1189",5,5,0,0,0,1,1,2,0,0,1,2,6,4,9,0,2
"1190",5,5,0,0,0,1,1,2,0,0,1,2,6,4,9,1,2
"1191",5,5,0,0,0,1,1,2,0,0,1,2,7,4,10,2,0
"1192",5,5,0,0,0,1,1,2,0,0,1,2,9,4,12,1,2
"1193",5,5,0,0,0,1,1,2,0,0,1,3,5,4,9,0,1
"1194",5,5,0,0,0,1,1,2,0,0,1,3,8,4,12,1,0
"1195",5,5,0,0,0,1,1,2,0,0,1,4,5,4,10,0,2
"1196",5,5,0,0,0,1,1,2,0,0,1,4,10,4,15,2,1
"1197",5,5,0,0,0,1,1,2,0,0,2,3,4,4,9,2,2
"1198",5,5,0,0,0,1,1,2,0,0,2,3,15,4,20,2,1
"1199",5,5,0,0,0,1,1,2,0,0,2,4,6,4,12,2,0
"1200",5,5,0,0,0,1,1,2,0,0,6,8,15,4,29,1,0
"1201",5,5,0,0,0,1,1,2,0,0,8,10,41,4,59,1,0
"1202",5,5,0,0,0,1,1,3,0,0,1,1,4,5,6,1,2
"1203",5,5,0,0,0,1,1,3,0,0,1,1,5,5,7,2,1
"1204",5,5,0,0,0,1,1,3,0,0,1,1,8,5,10,0,2
"1205",5,5,0,0,0,1,1,3,0,0,1,2,3,5,6,1,1
"1206",5,5,0,0,0,1,1,3,0,0,1,2,4,5,7,1,1
"1207",5,5,0,0,0,1,1,3,0,0,1,3,3,5,7,0,0
"1208",5,5,0,0,0,1,1,3,0,0,1,3,9,5,13,0,2
"1209",5,5,0,0,0,1,1,3,0,0,1,4,6,5,11,0,2
"1210",5,5,0,0,0,1,1,4,0,0,1,2,5,6,8,0,0
"1211",5,5,0,0,0,1,1,4,0,0,1,2,21,6,24,2,2
"1212",5,5,0,0,0,1,1,5,0,0,1,4,7,7,12,2,1
"1213",5,5,0,0,0,1,2,2,0,0,1,2,4,5,7,2,2
"1214",5,5,0,0,0,1,2,2,0,0,1,6,7,5,14,0,0
"1215",5,5,0,0,0,1,2,2,0,0,2,4,17,5,23,1,1
"1216",5,5,0,0,0,1,2,3,0,0,1,2,13,6,16,1,0
"1217",5,5,0,0,0,1,2,3,0,0,1,3,16,6,20,0,0
"1218",5,5,0,0,0,1,2,3,0,0,6,9,16,6,31,0,1
"1219",5,5,0,0,0,1,3,4,0,0,3,3,8,8,14,0,1
"1220",5,5,0,0,0,2,2,2,0,0,2,4,5,6,11,0,0
"1221",5,5,0,0,1,1,1,1,0,1,1,1,3,4,6,0,0
"1222",5,5,0,0,1,1,1,1,0,1,1,1,4,4,7,2,2
"1223",5,5,0,0,1,1,1,1,0,1,1,2,3,4,7,0,0
"1224",5,5,0,0,1,1,1,1,0,1,1,2,3,4,7,2,2
"1225",5,5,0,0,1,1,1,1,0,1,1,3,3,4,8,0,0
"1226",5,5,0,0,1,1,1,1,0,1,1,3,4,4,9,0,0
"1227",5,5,0,0,1,1,1,1,0,1,1,4,6,4,12,0,2
"1228",5,5,0,0,1,1,1,1,0,1,3,5,7,4,16,1,0
"1229",5,5,0,0,1,1,1,1,0,2,4,6,8,4,20,0,0
"1230",5,5,0,0,1,1,1,1,0,2,4,6,8,4,20,1,1
"1231",5,5,0,0,1,1,1,1,0,2,4,8,13,4,27,1,1
"1232",5,5,0,0,1,1,1,1,0,2,6,9,11,4,28,2,2
"1233",5,5,0,0,1,1,1,2,0,1,1,1,4,5,7,0,1
"1234",5,5,0,0,1,1,1,2,0,1,1,2,3,5,7,2,0
"1235",5,5,0,0,1,1,1,2,0,1,1,3,3,5,8,0,2
"1236",5,5,0,0,1,1,1,2,0,1,1,3,6,5,11,0,0
"1237",5,5,0,0,1,1,1,2,0,1,1,6,7,5,15,0,0
"1238",5,5,0,0,1,1,1,2,0,1,3,3,3,5,10,1,1
"1239",5,5,0,0,1,1,1,2,0,1,3,5,9,5,18,0,2
"1240",5,5,0,0,1,1,1,3,0,1,2,4,14,6,21,1,2
"1241",5,5,0,0,1,1,1,3,0,1,6,13,21,6,41,0,2
"1242",5,5,0,0,1,1,1,4,0,1,1,1,9,7,12,0,1
"1243",5,5,0,0,1,1,1,4,0,1,1,1,12,7,15,0,0
"1244",5,5,0,0,1,1,1,4,0,1,1,2,5,7,9,2,2
"1245",5,5,0,0,1,1,1,4,0,1,1,4,9,7,15,1,0
"1246",5,5,0,0,1,1,1,4,0,1,9,40,47,7,97,1,2
"1247",5,5,0,0,1,1,2,2,0,1,2,3,4,6,10,2,2
"1248",5,5,0,0,1,1,2,2,0,1,2,4,6,6,13,0,0
"1249",5,5,0,0,1,1,2,2,0,1,3,5,7,6,16,0,1
"1250",5,5,0,0,1,1,2,3,0,1,2,3,13,7,19,1,2
"1251",5,5,0,0,1,1,2,3,0,1,2,10,13,7,26,0,1
"1252",5,5,0,0,1,1,2,4,0,1,3,3,8,8,15,1,2
"1253",5,5,0,0,1,1,3,4,0,1,4,4,7,9,16,1,2
"1254",5,5,0,0,1,2,2,2,0,2,2,6,12,7,22,0,1
"1255",5,5,0,0,1,2,2,2,0,2,3,3,6,7,14,2,2
"1256",5,5,0,0,1,2,2,4,0,1,2,10,16,9,29,1,2
"1257",5,5,0,0,1,2,3,3,0,1,3,3,3,9,10,2,1
"1258",5,5,0,1,1,1,1,1,1,1,1,3,4,5,10,1,1
"1259",5,5,0,1,1,1,1,1,1,1,2,3,4,5,11,1,2
"1260",5,5,0,1,1,1,1,1,1,1,2,3,5,5,12,0,0
"1261",5,5,0,1,1,1,1,1,1,2,3,5,30,5,41,0,2
"1262",5,5,0,1,1,1,1,1,1,3,4,5,7,5,20,1,2
"1263",5,5,0,1,1,1,1,2,1,3,6,8,10,6,28,1,1
"1264",5,5,0,1,1,1,1,3,1,1,1,3,5,7,11,0,1
"1265",5,5,0,1,1,1,2,2,1,1,1,4,9,7,16,0,1
"1266",5,5,0,1,1,1,2,3,1,1,2,3,6,8,13,1,1
"1267",5,5,0,1,1,2,2,4,1,2,2,4,12,10,21,0,2
"1268",5,5,0,1,1,2,3,3,1,1,2,13,20,10,37,1,2
"1269",6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1270",6,0,6,0,0,0,0,2,0,0,0,0,2,2,2,0,2
"1271",6,0,6,1,1.25,2,3.5,7,1,2.75,9.5,17,41,17,81,0,0
"1272",6,1,5,0,0.5,3,4,6,0,1.5,6,6.75,9,16,28,0,0
"1273",6,2,4,0,0.25,1,1.75,10,0,0.25,3.5,15.75,68,14,94,0,0
"1274",6,2,4,0,0.25,1.5,2,2,0,0.5,2,2.75,7,7,14,0,2
"1275",6,2,4,0,0.75,4,5.75,6,0,1.25,5,5.75,10,20,26,0,0
"1276",6,3,3,0,0,0.5,1,2,0,0,1,3.5,7,4,13,0,0
"1277",6,3,3,0,0.5,2.5,5.25,13,0,0.5,3.5,5.75,31,24,44,0,0
"1278",6,4,2,0,0,0,0.75,3,0,0,0.5,1,4,4,6,2,1
"1279",6,4,2,0,0,0,3,5,0,0,0,3.75,5,9,10,0,1
"1280",6,4,2,0,0,0.5,1.75,2,0,0,1,2.75,4,5,9,0,2
"1281",6,4,2,0,0,0.5,1.75,5,0,0,0.5,1.75,11,8,14,0,2
"1282",6,4,2,0,0,0.5,4.75,13,0,0,1,9.5,15,20,29,0,2
"1283",6,4,2,0,0,0.5,7.75,13,0,0,0.5,11.5,22,24,38,1,0
"1284",6,4,2,0,0.25,1,1,2,0,0.25,1,2.5,4,5,9,1,2
"1285",6,4,2,0,0.25,1,1.75,5,0,0.5,2,3.5,12,9,20,0,0
"1286",6,4,2,0,0.25,1,1.75,12,0,0.25,1,4,19,16,26,2,2
"1287",6,4,2,0,0.25,1.5,2,27,0,0.25,1.5,3.5,106,32,113,1,0
"1288",6,4,2,0,1,1,1,3,0,1,1.5,2.75,7,7,14,0,2
"1289",6,4,2,0,1,1,1.75,14,0,1.25,2.5,4.5,41,19,52,1,1
"1290",6,4,2,1,1,1,1.75,8,1,1.25,2.5,3.75,30,14,41,0,2
"1291",6,5,1,0,0,0,0.75,1,0,0,0,0.75,3,2,4,0,1
"1292",6,5,1,0,0,0,0.75,1,0,0,0,1.5,2,2,4,1,0
"1293",6,5,1,0,0,0,0.75,1,0,0,0,1.5,2,2,4,2,0
"1294",6,5,1,0,0,0,0.75,1,0,0,0,1.5,7,2,9,0,1
"1295",6,5,1,0,0,0,0.75,6,0,0,0,0.75,20,7,21,0,1
"1296",6,5,1,0,0,0,0.75,15,0,0,0,0.75,78,16,79,0,2
"1297",6,5,1,0,0,0,1.5,2,0,0,0,1.5,3,4,5,0,1
"1298",6,5,1,0,0,0.5,1,1,0,0,0.5,2.5,8,3,12,0,1
"1299",6,5,1,0,0,0.5,1,2,0,0,1,2.75,4,4,9,0,2
"1300",6,5,1,0,0,0.5,1,2,0,0,1,4.25,8,4,15,0,2
"1301",6,5,1,0,0,0.5,1,3,0,0,0.5,1,6,5,8,2,0
"1302",6,5,1,0,0,0.5,1,3,0,0,1,3.5,7,5,13,2,2
"1303",6,5,1,0,0,0.5,1,3,0,0,1,3.5,9,5,15,0,0
"1304",6,5,1,0,0,0.5,1,3,0,0,1,8,11,5,23,1,1
"1305",6,5,1,0,0,0.5,1,5,0,0,0.5,1.75,13,7,16,1,0
"1306",6,5,1,0,0,0.5,1,6,0,0,0.5,5.5,11,8,19,2,0
"1307",6,5,1,0,0,0.5,1,7,0,0,0.5,2.5,29,9,33,1,0
"1308",6,5,1,0,0,0.5,1,8,0,0,0.5,2.5,22,10,26,0,1
"1309",6,5,1,0,0,0.5,1.75,3,0,0,0.5,1.75,7,6,10,2,0
"1310",6,5,1,0,0,0.5,5.5,11,0,0,0.5,16.75,33,19,56,0,1
"1311",6,5,1,0,0,1,2,7,0,0,1.5,3,7,11,13,0,0
"1312",6,5,1,0,0.25,1,1,2,0,0.5,2,3.5,10,5,18,2,2
"1313",6,5,1,0,0.25,1,1,3,0,0.25,1,2.5,4,6,9,2,0
"1314",6,5,1,0,0.25,1,1,4,0,0.25,1.5,3.5,11,7,18,0,0
"1315",6,5,1,0,0.25,1,1.75,3,0,0.5,4,8.25,13,7,30,0,2
"1316",6,5,1,0,0.25,1,1.75,6,0,0.25,1.5,2,14,10,19,0,1
"1317",6,5,1,0,0.25,1,1.75,6,0,0.25,2,3,14,10,21,1,1
"1318",6,5,1,0,0.25,1,2.5,9,0,0.25,1.5,5.75,16,14,26,0,0
"1319",6,5,1,0,0.25,1.5,2,2,0,0.5,2,2.75,3,7,10,1,1
"1320",6,5,1,0,1,1,1,1,0,1,1,1,8,5,12,2,2
"1321",6,5,1,0,1,1,1,2,0,1,1.5,3.5,6,6,14,2,1
"1322",6,5,1,0,1,1,1,3,0,1,1,2.5,4,7,10,1,2
"1323",6,5,1,0,1,1,1.75,6,0,1,2.5,5.5,19,11,31,1,1
"1324",6,5,1,0,1,1,3.25,6,0,1,4,7,11,13,27,0,2
"1325",6,5,1,0,1,1.5,2.75,7,0,1.75,4.5,8,32,14,51,2,0
"1326",6,5,1,0,1,1.5,5,7,0,1,1.5,8.75,23,17,38,1,0
"1327",6,5,1,1,1,1.5,2.75,5,1,1,2.5,6.25,10,13,24,0,2
"1328",6,5,1,1,1.25,2,3.5,7,5,5.25,6,9.75,52,17,85,0,1
"1329",6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1330",6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"1331",6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
"1332",6,6,0,0,0,0,0,1,0,0,0,0,1,1,1,0,2
"1333",6,6,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1
"1334",6,6,0,0,0,0,0,1,0,0,0,0,1,1,1,2,0
"1335",6,6,0,0,0,0,0,1,0,0,0,0,2,1,2,0,0
"1336",6,6,0,0,0,0,0,1,0,0,0,0,2,1,2,1,1
"1337",6,6,0,0,0,0,0,1,0,0,0,0,2,1,2,2,1
"1338",6,6,0,0,0,0,0,1,0,0,0,0,3,1,3,0,2
"1339",6,6,0,0,0,0,0,1,0,0,0,0,4,1,4,0,0
"1340",6,6,0,0,0,0,0,1,0,0,0,0,4,1,4,2,0
"1341",6,6,0,0,0,0,0,1,0,0,0,0,5,1,5,0,2
"1342",6,6,0,0,0,0,0,1,0,0,0,0,7,1,7,1,0
"1343",6,6,0,0,0,0,0,1,0,0,0,0,9,1,9,2,0
"1344",6,6,0,0,0,0,0,2,0,0,0,0,2,2,2,0,0
"1345",6,6,0,0,0,0,0,2,0,0,0,0,2,2,2,1,0
"1346",6,6,0,0,0,0,0,2,0,0,0,0,3,2,3,0,1
"1347",6,6,0,0,0,0,0,2,0,0,0,0,3,2,3,1,1
"1348",6,6,0,0,0,0,0,3,0,0,0,0,4,3,4,0,0
"1349",6,6,0,0,0,0,0.75,1,0,0,0,0.75,1,2,2,0,1
"1350",6,6,0,0,0,0,0.75,1,0,0,0,0.75,1,2,2,1,0
"1351",6,6,0,0,0,0,0.75,1,0,0,0,0.75,2,2,3,0,2
"1352",6,6,0,0,0,0,0.75,1,0,0,0,0.75,2,2,3,1,0
"1353",6,6,0,0,0,0,0.75,1,0,0,0,0.75,2,2,3,2,1
"1354",6,6,0,0,0,0,0.75,1,0,0,0,0.75,3,2,4,0,0
"1355",6,6,0,0,0,0,0.75,1,0,0,0,0.75,3,2,4,2,0
"1356",6,6,0,0,0,0,0.75,1,0,0,0,0.75,4,2,5,0,1
"1357",6,6,0,0,0,0,0.75,1,0,0,0,0.75,4,2,5,1,0
"1358",6,6,0,0,0,0,0.75,1,0,0,0,1.5,2,2,4,0,0
"1359",6,6,0,0,0,0,0.75,1,0,0,0,1.5,2,2,4,1,1
"1360",6,6,0,0,0,0,0.75,1,0,0,0,1.5,3,2,5,0,0
"1361",6,6,0,0,0,0,0.75,1,0,0,0,1.5,3,2,5,2,2
"1362",6,6,0,0,0,0,0.75,1,0,0,0,1.5,4,2,6,2,0
"1363",6,6,0,0,0,0,0.75,1,0,0,0,1.5,8,2,10,1,1
"1364",6,6,0,0,0,0,0.75,1,0,0,0,2.25,5,2,8,0,0
"1365",6,6,0,0,0,0,0.75,1,0,0,0,2.25,5,2,8,2,2
"1366",6,6,0,0,0,0,0.75,2,0,0,0,0.75,2,3,3,1,2
"1367",6,6,0,0,0,0,0.75,2,0,0,0,0.75,2,3,3,2,0
"1368",6,6,0,0,0,0,0.75,2,0,0,0,0.75,3,3,4,1,1
"1369",6,6,0,0,0,0,0.75,2,0,0,0,1.5,2,3,4,1,1
"1370",6,6,0,0,0,0,0.75,2,0,0,0,1.5,5,3,7,1,1
"1371",6,6,0,0,0,0,0.75,2,0,0,0,1.5,6,3,8,0,2
"1372",6,6,0,0,0,0,0.75,2,0,0,0,1.5,8,3,10,0,0
"1373",6,6,0,0,0,0,0.75,2,0,0,0,1.5,23,3,25,0,1
"1374",6,6,0,0,0,0,0.75,2,0,0,0,2.25,5,3,8,1,2
"1375",6,6,0,0,0,0,0.75,3,0,0,0,0.75,19,4,20,1,0
"1376",6,6,0,0,0,0,0.75,3,0,0,0,1.5,7,4,9,0,0
"1377",6,6,0,0,0,0,0.75,3,0,0,0,2.25,6,4,9,1,2
"1378",6,6,0,0,0,0,0.75,4,0,0,0,0.75,5,5,6,0,0
"1379",6,6,0,0,0,0.5,1,1,0,0,0.5,1,1,3,3,0,2
"1380",6,6,0,0,0,0.5,1,1,0,0,0.5,1,1,3,3,1,2
"1381",6,6,0,0,0,0.5,1,1,0,0,0.5,1,2,3,4,0,0
"1382",6,6,0,0,0,0.5,1,1,0,0,0.5,1,3,3,5,0,0
"1383",6,6,0,0,0,0.5,1,1,0,0,0.5,1,3,3,5,2,1
"1384",6,6,0,0,0,0.5,1,1,0,0,0.5,1,5,3,7,0,2
"1385",6,6,0,0,0,0.5,1,1,0,0,0.5,1.75,2,3,5,0,0
"1386",6,6,0,0,0,0.5,1,1,0,0,0.5,1.75,2,3,5,2,2
"1387",6,6,0,0,0,0.5,1,1,0,0,0.5,1.75,3,3,6,0,0
"1388",6,6,0,0,0,0.5,1,1,0,0,0.5,1.75,6,3,9,0,0
"1389",6,6,0,0,0,0.5,1,1,0,0,0.5,2.5,3,3,7,0,2
"1390",6,6,0,0,0,0.5,1,1,0,0,0.5,2.5,5,3,9,2,1
"1391",6,6,0,0,0,0.5,1,1,0,0,0.5,2.5,8,3,12,1,2
"1392",6,6,0,0,0,0.5,1,1,0,0,1,3.5,6,3,12,1,2
"1393",6,6,0,0,0,0.5,1,1,0,0,2.5,6.5,9,3,21,1,0
"1394",6,6,0,0,0,0.5,1,2,0,0,0.5,1,2,4,4,0,0
"1395",6,6,0,0,0,0.5,1,2,0,0,0.5,1,3,4,5,0,2
"1396",6,6,0,0,0,0.5,1,2,0,0,0.5,1,4,4,6,0,2
"1397",6,6,0,0,0,0.5,1,2,0,0,0.5,1,4,4,6,2,0
"1398",6,6,0,0,0,0.5,1,2,0,0,0.5,1,5,4,7,2,1
"1399",6,6,0,0,0,0.5,1,2,0,0,0.5,1,7,4,9,0,2
"1400",6,6,0,0,0,0.5,1,2,0,0,0.5,1,8,4,10,1,1
"1401",6,6,0,0,0,0.5,1,2,0,0,0.5,1.75,2,4,5,1,0
"1402",6,6,0,0,0,0.5,1,2,0,0,0.5,1.75,3,4,6,1,2
"1403",6,6,0,0,0,0.5,1,2,0,0,0.5,1.75,4,4,7,1,0
"1404",6,6,0,0,0,0.5,1,2,0,0,0.5,1.75,9,4,12,0,1
"1405",6,6,0,0,0,0.5,1,2,0,0,0.5,2.5,3,4,7,2,1
"1406",6,6,0,0,0,0.5,1,2,0,0,0.5,2.5,6,4,10,0,0
"1407",6,6,0,0,0,0.5,1,2,0,0,0.5,2.5,7,4,11,1,0
"1408",6,6,0,0,0,0.5,1,2,0,0,0.5,2.5,11,4,15,2,0
"1409",6,6,0,0,0,0.5,1,2,0,0,1,2,4,4,8,1,2
"1410",6,6,0,0,0,0.5,1,2,0,0,1,2,4,4,8,2,1
"1411",6,6,0,0,0,0.5,1,2,0,0,1,2,11,4,15,0,2
"1412",6,6,0,0,0,0.5,1,2,0,0,1,2,13,4,17,1,2
"1413",6,6,0,0,0,0.5,1,2,0,0,1,5.75,7,4,16,1,1
"1414",6,6,0,0,0,0.5,1,3,0,0,0.5,2.5,3,5,7,2,1
"1415",6,6,0,0,0,0.5,1,3,0,0,0.5,2.5,5,5,9,1,2
"1416",6,6,0,0,0,0.5,1,4,0,0,0.5,1.75,5,6,8,0,1
"1417",6,6,0,0,0,0.5,1.75,2,0,0,0.5,2.5,3,5,7,0,0
"1418",6,6,0,0,0,0.5,1.75,2,0,0,0.5,2.5,4,5,8,1,0
"1419",6,6,0,0,0,0.5,1.75,2,0,0,0.5,2.5,8,5,12,2,0
"1420",6,6,0,0,0,0.5,1.75,2,0,0,0.5,3.25,5,5,10,0,1
"1421",6,6,0,0,0,0.5,1.75,2,0,0,1,2,2,5,6,0,2
"1422",6,6,0,0,0,0.5,1.75,3,0,0,0.5,2.5,4,6,8,0,0
"1423",6,6,0,0,0,0.5,1.75,3,0,0,0.5,3.25,5,6,10,0,1
"1424",6,6,0,0,0,0.5,1.75,4,0,0,1.5,3,16,7,22,1,2
"1425",6,6,0,0,0,0.5,2.5,4,0,0,0.5,2.5,13,8,17,0,0
"1426",6,6,0,0,0,1,2,3,0,0,1,2,3,7,7,1,0
"1427",6,6,0,0,0,1,2.75,5,0,0,2,7,11,10,23,1,1
"1428",6,6,0,0,0.25,1,1,1,0,0.25,1,1,1,4,4,1,2
"1429",6,6,0,0,0.25,1,1,1,0,0.25,1,1,1,4,4,2,1
"1430",6,6,0,0,0.25,1,1,1,0,0.25,1,1.75,3,4,7,2,1
"1431",6,6,0,0,0.25,1,1,1,0,0.25,1,2.5,4,4,9,0,2
"1432",6,6,0,0,0.25,1,1,1,0,0.25,1,2.5,5,4,10,0,1
"1433",6,6,0,0,0.25,1,1,1,0,0.25,1.5,2.75,4,4,10,1,1
"1434",6,6,0,0,0.25,1,1,1,0,0.25,1.5,3.5,6,4,13,0,0
"1435",6,6,0,0,0.25,1,1,1,0,0.5,3,5.5,8,4,20,1,1
"1436",6,6,0,0,0.25,1,1,1,0,0.5,6,11.5,13,4,37,2,0
"1437",6,6,0,0,0.25,1,1,2,0,0.25,1,1,2,5,5,0,0
"1438",6,6,0,0,0.25,1,1,2,0,0.25,1,1,3,5,6,1,0
"1439",6,6,0,0,0.25,1,1,2,0,0.25,1,1,4,5,7,0,1
"1440",6,6,0,0,0.25,1,1,2,0,0.25,1,1,4,5,7,1,2
"1441",6,6,0,0,0.25,1,1,2,0,0.25,1,1.75,6,5,10,0,0
"1442",6,6,0,0,0.25,1,1,2,0,0.25,1,4,7,5,14,0,0
"1443",6,6,0,0,0.25,1,1,2,0,0.25,1,4.75,8,5,16,0,1
"1444",6,6,0,0,0.25,1,1,2,0,0.25,1.5,2,3,5,8,2,2
"1445",6,6,0,0,0.25,1,1,2,0,0.25,1.5,2.75,3,5,9,0,0
"1446",6,6,0,0,0.25,1,1,2,0,0.25,1.5,2.75,3,5,9,2,2
"1447",6,6,0,0,0.25,1,1,2,0,0.25,2,5.25,9,5,19,0,2
"1448",6,6,0,0,0.25,1,1,2,0,0.5,2,3.5,5,5,13,2,0
"1449",6,6,0,0,0.25,1,1,2,0,0.5,3,4.75,14,5,25,1,1
"1450",6,6,0,0,0.25,1,1,3,0,0.25,1.5,3.5,10,6,17,2,1
"1451",6,6,0,0,0.25,1,1,3,0,0.5,3,5.5,11,6,23,0,1
"1452",6,6,0,0,0.25,1,1.75,2,0,0.25,1,3.25,7,6,13,0,2
"1453",6,6,0,0,0.25,1,1.75,2,0,0.25,1.5,2.75,5,6,11,0,2
"1454",6,6,0,0,0.25,1,1.75,2,0,0.25,1.5,4.25,10,6,18,0,2
"1455",6,6,0,0,0.25,1,1.75,2,0,0.25,2,5.25,10,6,20,0,1
"1456",6,6,0,0,0.25,1,1.75,2,0,0.5,2,3.5,14,6,22,2,2
"1457",6,6,0,0,0.25,1,1.75,3,0,0.25,1.5,2.75,23,7,29,1,2
"1458",6,6,0,0,0.25,1,1.75,3,0,0.5,2.5,5.25,6,7,17,1,0
"1459",6,6,0,0,0.25,1,1.75,4,0,0.25,1.5,2,13,8,18,1,2
"1460",6,6,0,0,0.25,1,1.75,4,0,0.25,1.5,2.75,14,8,20,0,2
"1461",6,6,0,0,0.25,1,1.75,4,0,0.5,2,2,8,8,14,1,1
"1462",6,6,0,0,0.25,1,1.75,4,0,0.5,2,3.5,9,8,17,2,1
"1463",6,6,0,0,0.25,1,1.75,7,0,0.25,1.5,2,45,11,50,0,1
"1464",6,6,0,0,0.25,1,2.5,4,0,0.5,2,6.5,21,9,33,0,2
"1465",6,6,0,0,0.25,1.5,2,2,0,0.25,1.5,2.75,8,7,14,1,1
"1466",6,6,0,0,0.25,1.5,2.75,5,0,0.25,1.5,3.5,5,11,12,0,1
"1467",6,6,0,0,1,1,1,1,0,1,1,1,6,5,10,0,0
"1468",6,6,0,0,1,1,1,1,0,1,1,1.75,3,5,8,0,1
"1469",6,6,0,0,1,1,1,1,0,1,1,2.5,4,5,10,0,0
"1470",6,6,0,0,1,1,1,1,0,1.25,2.5,3,5,5,14,1,2
"1471",6,6,0,0,1,1,1,1,0,1.25,2.5,3.75,5,5,15,0,1
"1472",6,6,0,0,1,1,1,1,0,1.25,2.5,3.75,10,5,20,0,0
"1473",6,6,0,0,1,1,1,1,0,1.25,2.5,4.5,9,5,20,2,0
"1474",6,6,0,0,1,1,1,1,0,1.25,3,4,5,5,16,2,2
