"","pA-0%","pA-25%","pA-50%","pA-75%","pA-100%","pB-0%","pB-25%","pB-50%","pB-75%","pB-100%","pN-0%","pN-25%","pN-50%","pN-75%","pN-100%","CurrentLabel","NextLabel"
"2589",0.2,0.366028708133971,0.5,0.609571286141575,1,0,0.251977401129943,0.393939393939394,0.5,0.583850931677019,0,0,0.105590062111801,0.132887700534759,0.8,0,2
"2590",0.2,0.366028708133971,0.5,0.609571286141575,1,0,0.251977401129943,0.393939393939394,0.5,0.583850931677019,0,0,0.105590062111801,0.132887700534759,0.8,1,0
"2591",0.2,0.366028708133971,0.5,0.609571286141575,1,0,0.251977401129943,0.393939393939394,0.5,0.583850931677019,0,0,0.105590062111801,0.132887700534759,0.8,2,1
"2592",0.2,0.368421052631579,0.5,0.565217391304348,0.971428571428571,0.0285714285714286,0.333333333333333,0.444444444444444,0.523809523809524,0.6,0,0,0.0909090909090909,0.153846153846154,0.4,1,1
"2593",0.2,0.369877049180328,0.528163992869875,0.644078947368421,1,0,0.09375,0.264705882352941,0.371411483253589,0.442622950819672,0,0.00986842105263158,0.125311942959002,0.266905737704918,0.8,0,0
"2594",0.2,0.369877049180328,0.528163992869875,0.644078947368421,1,0,0.09375,0.264705882352941,0.371411483253589,0.442622950819672,0,0.00986842105263158,0.125311942959002,0.266905737704918,0.8,1,1
"2595",0.2,0.369960668633235,0.512704174228675,0.66625,0.807692307692308,0.12,0.279605263157895,0.394396551724138,0.44960668633235,0.666666666666667,0,0,0.0727969348659004,0.189473684210526,0.20353982300885,2,1
"2596",0.2,0.370634920634921,0.494274809160305,0.61875,0.833333333333333,0,0.186363636363636,0.36106346483705,0.453003875968992,0.7,0,0.0474489795918367,0.127735368956743,0.225366876310273,0.6,0,0
"2597",0.2,0.370634920634921,0.494274809160305,0.61875,0.833333333333333,0,0.186363636363636,0.36106346483705,0.453003875968992,0.7,0,0.0474489795918367,0.127735368956743,0.225366876310273,0.6,1,0
"2598",0.2,0.370634920634921,0.494274809160305,0.61875,0.833333333333333,0,0.186363636363636,0.36106346483705,0.453003875968992,0.7,0,0.0474489795918367,0.127735368956743,0.225366876310273,0.6,2,2
"2599",0.2,0.372019077901431,0.457009345794393,0.69,0.840579710144927,0.144927536231884,0.185897435897436,0.350280373831776,0.559117647058823,0.666666666666667,0,0.032469342251951,0.0732508209143723,0.154166666666667,0.32,0,0
"2600",0.2,0.372019077901431,0.457009345794393,0.69,0.840579710144927,0.144927536231884,0.185897435897436,0.350280373831776,0.559117647058823,0.666666666666667,0,0.032469342251951,0.0732508209143723,0.154166666666667,0.32,2,0
"2601",0.2,0.375,0.464874411302983,0.5,0.553191489361702,0.2,0.403191489361702,0.441666666666667,0.5,0.75,0,0.025,0.0639455782312925,0.12099358974359,0.6,1,1
"2602",0.2,0.375378787878788,0.5,0.602922690131992,1,0,0.216666666666667,0.341085271317829,0.456709956709957,0.705882352941177,0,0.0397245762711864,0.10078125,0.203796203796204,0.6,0,0
"2603",0.2,0.375378787878788,0.5,0.602922690131992,1,0,0.216666666666667,0.341085271317829,0.456709956709957,0.705882352941177,0,0.0397245762711864,0.10078125,0.203796203796204,0.6,2,0
"2604",0.2,0.376553672316384,0.471698113207547,0.592063492063492,0.729411764705882,0,0.292857142857143,0.333333333333333,0.42972972972973,0.59375,0,0.0871212121212121,0.1015625,0.194362504097017,0.666666666666667,0,2
"2605",0.2,0.376553672316384,0.471698113207547,0.592063492063492,0.729411764705882,0,0.292857142857143,0.333333333333333,0.42972972972973,0.59375,0,0.0871212121212121,0.1015625,0.194362504097017,0.666666666666667,1,0
"2606",0.2,0.376553672316384,0.471698113207547,0.592063492063492,0.729411764705882,0,0.292857142857143,0.333333333333333,0.42972972972973,0.59375,0,0.0871212121212121,0.1015625,0.194362504097017,0.666666666666667,2,0
"2607",0.2,0.377777777777778,0.555555555555556,0.777777777777778,1,0,0.1,0.2,0.211111111111111,0.222222222222222,0,0.111111111111111,0.222222222222222,0.411111111111111,0.6,0,2
"2608",0.2,0.379310344827586,0.489795918367347,0.576923076923077,0.875,0.0833333333333333,0.222222222222222,0.346153846153846,0.475,0.75,0,0.0434782608695652,0.1,0.125,0.6,0,2
"2609",0.2,0.379310344827586,0.489795918367347,0.576923076923077,0.875,0.0833333333333333,0.222222222222222,0.346153846153846,0.475,0.75,0,0.0434782608695652,0.1,0.125,0.6,1,2
"2610",0.2,0.379310344827586,0.489795918367347,0.576923076923077,0.875,0.0833333333333333,0.222222222222222,0.346153846153846,0.475,0.75,0,0.0434782608695652,0.1,0.125,0.6,2,0
"2611",0.2,0.384226884226884,0.473118279569892,0.590695593826884,0.75,0.166666666666667,0.304411764705882,0.413461538461538,0.511538461538461,0.615384615384615,0,0.0559542796384902,0.0952380952380952,0.134273772204807,0.5,0,0
"2612",0.2,0.384226884226884,0.473118279569892,0.590695593826884,0.75,0.166666666666667,0.304411764705882,0.413461538461538,0.511538461538461,0.615384615384615,0,0.0559542796384902,0.0952380952380952,0.134273772204807,0.5,2,0
"2613",0.2,0.384375,0.56875,0.753125,0.9375,0,0,0,0,0,0.0625,0.246875,0.43125,0.615625,0.8,2,0
"2614",0.2,0.388888888888889,0.5,0.75,1,0,0.211111111111111,0.25,0.291666666666667,0.5,0,0,0,0.333333333333333,0.6,0,0
"2615",0.2,0.388888888888889,0.666666666666667,0.75,1,0,0.166666666666667,0.275862068965517,0.473684210526316,0.636363636363636,0,0,0.0555555555555556,0.125,0.6,0,0
"2616",0.2,0.396153846153846,0.524886877828054,0.600267379679144,0.636363636363636,0.181818181818182,0.266042780748663,0.339366515837104,0.413461538461538,0.5,0.117647058823529,0.144796380090498,0.167832167832168,0.211363636363636,0.3,2,1
"2617",0.2,0.4,0.506012506012506,0.578341013824885,0.752212389380531,0.15929203539823,0.323185483870968,0.347943722943723,0.442028985507246,0.8,0,0.0844298245614035,0.12083103003501,0.168172690763052,0.307692307692308,0,0
"2618",0.2,0.4,0.506012506012506,0.578341013824885,0.752212389380531,0.15929203539823,0.323185483870968,0.347943722943723,0.442028985507246,0.8,0,0.0844298245614035,0.12083103003501,0.168172690763052,0.307692307692308,1,0
"2619",0.2,0.4,0.506012506012506,0.578341013824885,0.752212389380531,0.15929203539823,0.323185483870968,0.347943722943723,0.442028985507246,0.8,0,0.0844298245614035,0.12083103003501,0.168172690763052,0.307692307692308,2,1
"2620",0.2,0.400824350031706,0.460606060606061,0.582859055908939,0.777777777777778,0.222222222222222,0.335820895522388,0.396213955535989,0.441767068273092,0.7,0,0.0873824451410658,0.125295850842873,0.163340991138825,0.287671232876712,0,0
"2621",0.2,0.400824350031706,0.460606060606061,0.582859055908939,0.777777777777778,0.222222222222222,0.335820895522388,0.396213955535989,0.441767068273092,0.7,0,0.0873824451410658,0.125295850842873,0.163340991138825,0.287671232876712,1,0
"2622",0.2,0.401605918440996,0.605555555555556,0.81547619047619,1,0,0.114583333333333,0.227739726027397,0.351456194795894,0.608695652173913,0,0.0223280861640431,0.0846114519427403,0.197619047619048,0.6,0,2
"2623",0.2,0.401605918440996,0.605555555555556,0.81547619047619,1,0,0.114583333333333,0.227739726027397,0.351456194795894,0.608695652173913,0,0.0223280861640431,0.0846114519427403,0.197619047619048,0.6,2,2
"2624",0.2,0.402298850574713,0.5,0.541698619631902,0.647058823529412,0.352941176470588,0.370622443762781,0.4,0.461206896551724,0.6,0,0.0833333333333333,0.0920245398773006,0.144827586206897,0.2,1,1
"2625",0.2,0.404545454545455,0.473684210526316,0.597253787878788,0.857142857142857,0.125,0.236596736596737,0.333333333333333,0.440972222222222,0.65,0,0.104829545454545,0.177777777777778,0.22967032967033,0.368421052631579,0,0
"2626",0.2,0.407692307692308,0.615384615384615,0.700549450549451,0.785714285714286,0.0714285714285714,0.22032967032967,0.369230769230769,0.434615384615385,0.5,0.0153846153846154,0.0791208791208791,0.142857142857143,0.221428571428571,0.3,1,2
"2627",0.2,0.410714285714286,0.5,0.607843137254902,1,0,0.0833333333333333,0.284313725490196,0.432539682539683,0.6,0,0.0833333333333333,0.188235294117647,0.244047619047619,0.571428571428571,0,2
"2628",0.2,0.410714285714286,0.5,0.607843137254902,1,0,0.0833333333333333,0.284313725490196,0.432539682539683,0.6,0,0.0833333333333333,0.188235294117647,0.244047619047619,0.571428571428571,2,2
"2629",0.2,0.411764705882353,0.545454545454545,0.666666666666667,1,0,0.2,0.333333333333333,0.465116279069767,0.75,0,0,0.0714285714285714,0.181818181818182,0.454545454545455,0,0
"2630",0.2,0.411764705882353,0.545454545454545,0.666666666666667,1,0,0.2,0.333333333333333,0.465116279069767,0.75,0,0,0.0714285714285714,0.181818181818182,0.454545454545455,2,0
"2631",0.2,0.413793103448276,0.5,0.555555555555556,0.8,0,0.222222222222222,0.395833333333333,0.46551724137931,0.6,0,0.111111111111111,0.2,0.222222222222222,0.4,1,2
"2632",0.2,0.414285714285714,0.583571428571429,0.669715447154472,0.888888888888889,0,0.232954545454545,0.308689024390244,0.440064102564103,0.6,0,0.0321815718157182,0.139225181598063,0.225,0.333333333333333,0,0
"2633",0.2,0.414285714285714,0.583571428571429,0.669715447154472,0.888888888888889,0,0.232954545454545,0.308689024390244,0.440064102564103,0.6,0,0.0321815718157182,0.139225181598063,0.225,0.333333333333333,1,0
"2634",0.2,0.414285714285714,0.583571428571429,0.669715447154472,0.888888888888889,0,0.232954545454545,0.308689024390244,0.440064102564103,0.6,0,0.0321815718157182,0.139225181598063,0.225,0.333333333333333,2,1
"2635",0.2,0.419354838709677,0.5,0.6,0.853333333333333,0.146666666666667,0.320512820512821,0.449438202247191,0.5,0.727272727272727,0,0,0.0555555555555556,0.0967741935483871,0.176470588235294,0,1
"2636",0.2,0.419354838709677,0.5,0.6,0.853333333333333,0.146666666666667,0.320512820512821,0.449438202247191,0.5,0.727272727272727,0,0,0.0555555555555556,0.0967741935483871,0.176470588235294,1,1
"2637",0.2,0.419444444444444,0.638888888888889,0.819444444444444,1,0,0.111111111111111,0.222222222222222,0.511111111111111,0.8,0,0,0,0.0694444444444444,0.138888888888889,0,1
"2638",0.2,0.42109634551495,0.492424242424242,0.645833333333333,0.764705882352941,0,0.175,0.361918604651163,0.457264957264957,0.6,0,0.0804195804195804,0.125490196078431,0.2625,0.388888888888889,0,0
"2639",0.2,0.42109634551495,0.492424242424242,0.645833333333333,0.764705882352941,0,0.175,0.361918604651163,0.457264957264957,0.6,0,0.0804195804195804,0.125490196078431,0.2625,0.388888888888889,2,0
"2640",0.2,0.42316384180791,0.545945945945946,0.569967508492099,0.733333333333333,0.2,0.294262295081967,0.395731797371142,0.453603603603604,0.515254237288136,0,0.00675675675675676,0.0381036774479397,0.0860238955265352,0.6,0,1
"2641",0.2,0.425,0.602941176470588,0.737745098039216,0.833333333333333,0,0.125,0.183333333333333,0.208823529411765,0.235294117647059,0,0.0441176470588235,0.279411764705882,0.525,0.6,2,2
"2642",0.2,0.43167701863354,0.529411764705882,0.636363636363636,0.813953488372093,0.0697674418604651,0.223611111111111,0.333333333333333,0.410918324164198,0.666666666666667,0,0.0571895424836601,0.104166666666667,0.193349753694581,0.4,0,0
"2643",0.2,0.435267857142857,0.55103668261563,0.700925925925926,1,0,0.216666666666667,0.286742034943474,0.36394148020654,0.777777777777778,0,0.031272210376688,0.14636323070058,0.202158273381295,0.3125,0,2
"2644",0.2,0.435267857142857,0.55103668261563,0.700925925925926,1,0,0.216666666666667,0.286742034943474,0.36394148020654,0.777777777777778,0,0.031272210376688,0.14636323070058,0.202158273381295,0.3125,1,2
"2645",0.2,0.435267857142857,0.55103668261563,0.700925925925926,1,0,0.216666666666667,0.286742034943474,0.36394148020654,0.777777777777778,0,0.031272210376688,0.14636323070058,0.202158273381295,0.3125,2,0
"2646",0.2,0.440095302927161,0.571428571428571,0.588888888888889,0.640625,0.142857142857143,0.221701388888889,0.380530973451327,0.392307692307692,0.4,0,0.108821902654867,0.230769230769231,0.265079365079365,0.4,2,0
"2647",0.2,0.441620879120879,0.530925155925156,0.624436936936937,0.8,0.16,0.261824324324324,0.355379417879418,0.531936813186813,0.7,0,0.055,0.102884615384615,0.109775641025641,0.121621621621622,1,1
"2648",0.2,0.442068965517241,0.514705882352941,0.632202304737516,1,0,0.274857954545455,0.343137254901961,0.461637931034483,0.625,0,0,0.0550724637681159,0.15948275862069,0.5,0,2
"2649",0.2,0.442068965517241,0.514705882352941,0.632202304737516,1,0,0.274857954545455,0.343137254901961,0.461637931034483,0.625,0,0,0.0550724637681159,0.15948275862069,0.5,1,0
"2650",0.2,0.442068965517241,0.514705882352941,0.632202304737516,1,0,0.274857954545455,0.343137254901961,0.461637931034483,0.625,0,0,0.0550724637681159,0.15948275862069,0.5,2,1
"2651",0.2,0.442222222222222,0.521739130434783,0.6,1,0,0.330459770114943,0.4,0.481997677119628,0.8,0,0.0277777777777778,0.08,0.130434782608696,0.5,0,0
"2652",0.2,0.442307692307692,0.568507890961263,0.636266649424544,0.74025974025974,0.194805194805195,0.278325123152709,0.343213910608006,0.415441176470588,0.59375,0,0.0537337662337662,0.084349593495935,0.101171875,0.333333333333333,0,1
"2653",0.2,0.446969696969697,0.555555555555556,0.743534482758621,1,0,0.114583333333333,0.290570175438597,0.432444061962134,0.6,0,0,0.0661337209302326,0.159001956947162,0.5,0,0
"2654",0.2,0.446969696969697,0.555555555555556,0.743534482758621,1,0,0.114583333333333,0.290570175438597,0.432444061962134,0.6,0,0,0.0661337209302326,0.159001956947162,0.5,1,0
"2655",0.2,0.448028673835125,0.555555555555556,0.71824686940966,0.869565217391304,0.0869565217391304,0.17156862745098,0.375,0.489130434782609,0.666666666666667,0,0,0.0333333333333333,0.118484362469928,0.454545454545455,1,1
"2656",0.2,0.448275862068966,0.54425045153522,0.639553429027113,1,0,0.248820754716981,0.348601735776278,0.446969696969697,0.675,0,0.0246794871794872,0.0858019281332165,0.166666666666667,0.4,0,0
"2657",0.2,0.448275862068966,0.54425045153522,0.639553429027113,1,0,0.248820754716981,0.348601735776278,0.446969696969697,0.675,0,0.0246794871794872,0.0858019281332165,0.166666666666667,0.4,1,2
"2658",0.2,0.448275862068966,0.54425045153522,0.639553429027113,1,0,0.248820754716981,0.348601735776278,0.446969696969697,0.675,0,0.0246794871794872,0.0858019281332165,0.166666666666667,0.4,2,2
"2659",0.2,0.456395348837209,0.556372549019608,0.633942766295708,0.761904761904762,0,0.214285714285714,0.308028616852146,0.374387254901961,0.465116279069767,0.0416666666666667,0.0577380952380952,0.0906292749658003,0.218058191018343,0.6,1,0
"2660",0.2,0.456395348837209,0.556372549019608,0.633942766295708,0.761904761904762,0,0.214285714285714,0.308028616852146,0.374387254901961,0.465116279069767,0.0416666666666667,0.0577380952380952,0.0906292749658003,0.218058191018343,0.6,2,1
"2661",0.2,0.458071278825996,0.61875,0.700892857142857,1,0,0.232142857142857,0.303030303030303,0.39811320754717,0.6,0,0.0318181818181818,0.0714285714285714,0.15,0.266666666666667,0,2
"2662",0.2,0.458071278825996,0.61875,0.700892857142857,1,0,0.232142857142857,0.303030303030303,0.39811320754717,0.6,0,0.0318181818181818,0.0714285714285714,0.15,0.266666666666667,1,1
"2663",0.2,0.458071278825996,0.61875,0.700892857142857,1,0,0.232142857142857,0.303030303030303,0.39811320754717,0.6,0,0.0318181818181818,0.0714285714285714,0.15,0.266666666666667,2,0
"2664",0.2,0.461538461538462,0.533333333333333,0.666666666666667,1,0,0.269230769230769,0.365384615384615,0.461538461538462,0.65,0,0,0.0666666666666667,0.107142857142857,0.5,1,0
"2665",0.2,0.464473684210526,0.557565789473684,0.599090189873418,0.708860759493671,0.227848101265823,0.281962025316456,0.321052631578947,0.345641447368421,0.35625,0.0632911392405063,0.0767602848101266,0.0932565789473684,0.203947368421053,0.5,0,0
"2666",0.2,0.468229166666667,0.58125,0.714285714285714,0.909090909090909,0,0.160714285714286,0.296703296703297,0.4015625,0.8,0,0,0.0841013824884793,0.148809523809524,0.363636363636364,0,0
"2667",0.2,0.469827586206897,0.601973684210526,0.746590909090909,0.9,0,0.186974789915966,0.317672413793103,0.421658986175115,0.6,0,0,0.0335708927231808,0.127551020408163,0.5,1,0
"2668",0.2,0.469827586206897,0.601973684210526,0.746590909090909,0.9,0,0.186974789915966,0.317672413793103,0.421658986175115,0.6,0,0,0.0335708927231808,0.127551020408163,0.5,2,1
"2669",0.2,0.471264367816092,0.543478260869565,0.666666666666667,0.838709677419355,0.129032258064516,0.25,0.333333333333333,0.5,0.612903225806452,0,0,0.0408163265306122,0.0769230769230769,0.6,1,1
"2670",0.2,0.471362229102167,0.596875,0.677083333333333,1,0,0.224537037037037,0.33578431372549,0.45979020979021,0.8,0,0,0.0600961538461538,0.133018867924528,0.333333333333333,0,1
"2671",0.2,0.471362229102167,0.596875,0.677083333333333,1,0,0.224537037037037,0.33578431372549,0.45979020979021,0.8,0,0,0.0600961538461538,0.133018867924528,0.333333333333333,1,2
"2672",0.2,0.471362229102167,0.596875,0.677083333333333,1,0,0.224537037037037,0.33578431372549,0.45979020979021,0.8,0,0,0.0600961538461538,0.133018867924528,0.333333333333333,2,0
"2673",0.2,0.471698113207547,0.612903225806452,0.666666666666667,1,0,0.2,0.357142857142857,0.4,0.6,0,0,0.0238095238095238,0.0923076923076923,0.571428571428571,0,0
"2674",0.2,0.471698113207547,0.612903225806452,0.666666666666667,1,0,0.2,0.357142857142857,0.4,0.6,0,0,0.0238095238095238,0.0923076923076923,0.571428571428571,1,2
"2675",0.2,0.47436951754386,0.557983193277311,0.635180995475113,1,0,0.256593406593407,0.323717948717949,0.398890398550725,0.548387096774194,0,0.0719093406593407,0.105629877369008,0.139644502014968,0.5,0,2
"2676",0.2,0.47436951754386,0.557983193277311,0.635180995475113,1,0,0.256593406593407,0.323717948717949,0.398890398550725,0.548387096774194,0,0.0719093406593407,0.105629877369008,0.139644502014968,0.5,1,0
"2677",0.2,0.47436951754386,0.557983193277311,0.635180995475113,1,0,0.256593406593407,0.323717948717949,0.398890398550725,0.548387096774194,0,0.0719093406593407,0.105629877369008,0.139644502014968,0.5,2,2
"2678",0.2,0.477272727272727,0.5,0.708333333333333,1,0,0,0,0.338095238095238,0.5,0,0,0.181818181818182,0.5,0.8,0,0
"2679",0.2,0.483695652173913,0.584349593495935,0.710714285714286,1,0,0.223484848484848,0.302083333333333,0.424288617886179,0.686567164179104,0,0,0.0714285714285714,0.0941558441558442,0.388888888888889,2,0
"2680",0.2,0.488578088578089,0.555555555555556,0.65990990990991,1,0,0.215565881181547,0.333333333333333,0.435064935064935,0.733333333333333,0,0.027027027027027,0.0666666666666667,0.146341463414634,0.444444444444444,0,0
"2681",0.2,0.49512987012987,0.540869565217391,0.678858867490658,1,0,0.301086956521739,0.326666666666667,0.365994041170098,0.515254237288136,0,0,0.106844850065189,0.147370921761166,0.5,2,2
"2682",0.2,0.497950819672131,0.563492063492063,0.688571428571429,1,0,0.238823529411765,0.373774509803922,0.446428571428571,0.65625,0,0,0.0349924585218703,0.125,0.347826086956522,0,0
"2683",0.2,0.497950819672131,0.563492063492063,0.688571428571429,1,0,0.238823529411765,0.373774509803922,0.446428571428571,0.65625,0,0,0.0349924585218703,0.125,0.347826086956522,1,0
"2684",0.2,0.5,0.553639846743295,0.771853146853147,1,0,0.186363636363636,0.339080459770115,0.452020202020202,0.8,0,0,0,0.123161764705882,0.4,0,2
"2685",0.2,0.5,0.553639846743295,0.771853146853147,1,0,0.186363636363636,0.339080459770115,0.452020202020202,0.8,0,0,0,0.123161764705882,0.4,1,0
"2686",0.2,0.5,0.553639846743295,0.771853146853147,1,0,0.186363636363636,0.339080459770115,0.452020202020202,0.8,0,0,0,0.123161764705882,0.4,2,0
"2687",0.2,0.52,0.653153153153153,0.791666666666667,1,0,0.146666666666667,0.285714285714286,0.42,0.8,0,0,0,0.0869565217391304,0.5,0,0
"2688",0.2,0.571428571428571,0.681818181818182,0.857142857142857,1,0,0.125,0.25,0.357142857142857,0.758620689655172,0,0,0,0.0588235294117647,0.6,0,0
"2689",0.2,0.6,0.818181818181818,1,1,0,0,0.125,0.333333333333333,0.714285714285714,0,0,0,0,0.5,0,0
"2690",0.2,0.652884615384615,0.818181818181818,1,1,0,0,0.142857142857143,0.310536398467433,0.761904761904762,0,0,0,0,0.6,0,0
"2691",0.2,0.666666666666667,0.833333333333333,1,1,0,0,0.133333333333333,0.292279411764706,0.8,0,0,0,0,0.666666666666667,0,0
"2692",0.205128205128205,0.272893772893773,0.340659340659341,0.408424908424908,0.476190476190476,0.238095238095238,0.274725274725275,0.311355311355311,0.347985347985348,0.384615384615385,0.285714285714286,0.316849816849817,0.347985347985348,0.379120879120879,0.41025641025641,2,2
"2693",0.205128205128205,0.277340129749768,0.349552054371331,0.421763978992895,0.493975903614458,0.333333333333333,0.340361445783133,0.347389558232932,0.354417670682731,0.36144578313253,0.144578313253012,0.223818350324374,0.303058387395737,0.382298424467099,0.461538461538462,2,2
"2694",0.205128205128205,0.285714285714286,0.428571428571429,0.552631578947368,0.833333333333333,0.166666666666667,0.333333333333333,0.333333333333333,0.394736842105263,0.666666666666667,0,0.0476190476190476,0.0526315789473684,0.238095238095238,0.461538461538462,0,1
"2695",0.205128205128205,0.285714285714286,0.428571428571429,0.552631578947368,0.833333333333333,0.166666666666667,0.333333333333333,0.333333333333333,0.394736842105263,0.666666666666667,0,0.0476190476190476,0.0526315789473684,0.238095238095238,0.461538461538462,1,2
"2696",0.205128205128205,0.316860465116279,0.568181818181818,0.651948051948052,0.833333333333333,0.166666666666667,0.283766233766234,0.373678646934461,0.384391771019678,0.5,0,0,0.0428571428571429,0.291777408637874,0.41025641025641,1,2
"2697",0.205128205128205,0.384191176470588,0.455882352941176,0.575,0.681818181818182,0,0.287878787878788,0.401960784313726,0.492647058823529,0.5,0,0.0635026737967914,0.121323529411765,0.33125,0.461538461538462,1,0
"2698",0.205128205128205,0.384191176470588,0.455882352941176,0.575,0.681818181818182,0,0.287878787878788,0.401960784313726,0.492647058823529,0.5,0,0.0635026737967914,0.121323529411765,0.33125,0.461538461538462,2,1
"2699",0.205128205128205,0.384615384615385,0.459016393442623,0.555555555555556,0.666666666666667,0.277777777777778,0.383720930232558,0.395061728395062,0.459016393442623,0.523076923076923,0.0493827160493827,0.0555555555555556,0.0819672131147541,0.139784946236559,0.41025641025641,0,0
"2700",0.205128205128205,0.43932560137457,0.598214285714286,0.666666666666667,1,0,0.239953886693017,0.30625,0.381318681318681,0.541666666666667,0,0.00961538461538462,0.0806661462399167,0.184530386740332,0.41025641025641,0,0
"2701",0.205128205128205,0.533333333333333,0.63961038961039,0.825980392156863,1,0,0.140796703296703,0.293650793650794,0.403571428571429,0.625,0,0,0.0173704702006589,0.0744939271255061,0.461538461538462,0,2
"2702",0.205128205128205,0.533333333333333,0.63961038961039,0.825980392156863,1,0,0.140796703296703,0.293650793650794,0.403571428571429,0.625,0,0,0.0173704702006589,0.0744939271255061,0.461538461538462,2,1
"2703",0.205882352941176,0.428571428571429,0.542483660130719,0.808333333333333,0.928571428571429,0.0714285714285714,0.191666666666667,0.344086021505376,0.443223443223443,0.617647058823529,0,0,0.086996336996337,0.138655462184874,0.176470588235294,0,2
"2704",0.205882352941176,0.428571428571429,0.542483660130719,0.808333333333333,0.928571428571429,0.0714285714285714,0.191666666666667,0.344086021505376,0.443223443223443,0.617647058823529,0,0,0.086996336996337,0.138655462184874,0.176470588235294,1,1
"2705",0.205882352941176,0.428571428571429,0.542483660130719,0.808333333333333,0.928571428571429,0.0714285714285714,0.191666666666667,0.344086021505376,0.443223443223443,0.617647058823529,0,0,0.086996336996337,0.138655462184874,0.176470588235294,2,0
"2706",0.206896551724138,0.45307917888563,0.574468085106383,0.689903846153846,1,0,0.226495726495726,0.344262295081967,0.466666666666667,0.758620689655172,0,0,0.0444444444444444,0.0987804878048781,0.424242424242424,0,0
"2707",0.206896551724138,0.45307917888563,0.574468085106383,0.689903846153846,1,0,0.226495726495726,0.344262295081967,0.466666666666667,0.758620689655172,0,0,0.0444444444444444,0.0987804878048781,0.424242424242424,1,0
"2708",0.206896551724138,0.45307917888563,0.574468085106383,0.689903846153846,1,0,0.226495726495726,0.344262295081967,0.466666666666667,0.758620689655172,0,0,0.0444444444444444,0.0987804878048781,0.424242424242424,2,1
"2709",0.208333333333333,0.21875,0.257201646090535,0.387885802469136,0.675,0.25,0.334104938271605,0.403292181069959,0.458333333333333,0.5,0.075,0.2375,0.3125,0.33641975308642,0.345679012345679,2,1
"2710",0.208333333333333,0.229714912280702,0.337171052631579,0.449919871794872,0.487179487179487,0.1875,0.359375,0.451923076923077,0.523279352226721,0.631578947368421,0.0256410256410256,0.105094466936572,0.253289473684211,0.375,0.375,2,1
"2711",0.208333333333333,0.232558139534884,0.522058823529412,0.692307692307692,0.854166666666667,0.125,0.285714285714286,0.380952380952381,0.5,0.65625,0,0.0208333333333333,0.0769230769230769,0.125,0.291666666666667,0,1
"2712",0.208333333333333,0.232558139534884,0.522058823529412,0.692307692307692,0.854166666666667,0.125,0.285714285714286,0.380952380952381,0.5,0.65625,0,0.0208333333333333,0.0769230769230769,0.125,0.291666666666667,1,0
"2713",0.208333333333333,0.25,0.461538461538462,0.552147239263804,1,0,0.355828220858896,0.416666666666667,0.435897435897436,0.666666666666667,0,0.0833333333333333,0.0920245398773006,0.102564102564103,0.375,2,2
"2714",0.208333333333333,0.263392857142857,0.318452380952381,0.373511904761905,0.428571428571429,0.285714285714286,0.339285714285714,0.392857142857143,0.446428571428571,0.5,0.285714285714286,0.287202380952381,0.288690476190476,0.290178571428571,0.291666666666667,0,0
"2715",0.208333333333333,0.268609550561798,0.328885767790262,0.389161985018727,0.449438202247191,0.449438202247191,0.462078651685393,0.474719101123595,0.487359550561798,0.5,0.101123595505618,0.14875936329588,0.196395131086142,0.244030898876405,0.291666666666667,1,2
"2716",0.208333333333333,0.273237179487179,0.397435897435897,0.507978723404255,0.531914893617021,0.25531914893617,0.438829787234043,0.5,0.519230769230769,0.576923076923077,0,0.0961538461538461,0.170485542825968,0.232491134751773,0.291666666666667,1,2
"2717",0.208333333333333,0.314006855836983,0.5,0.57606344628695,1,0,0.350877192982456,0.424657534246575,0.490740740740741,0.589887640449438,0,0.0273972602739726,0.0983050847457627,0.167602996254682,0.333333333333333,0,1
"2718",0.208333333333333,0.314006855836983,0.5,0.57606344628695,1,0,0.350877192982456,0.424657534246575,0.490740740740741,0.589887640449438,0,0.0273972602739726,0.0983050847457627,0.167602996254682,0.333333333333333,1,0
"2719",0.208333333333333,0.333333333333333,0.5,0.622641509433962,0.6875,0.1875,0.368421052631579,0.416666666666667,0.571428571428571,0.666666666666667,0,0,0.0454545454545455,0.0526315789473684,0.375,0,1
"2720",0.208333333333333,0.333333333333333,0.5,0.622641509433962,0.6875,0.1875,0.368421052631579,0.416666666666667,0.571428571428571,0.666666666666667,0,0,0.0454545454545455,0.0526315789473684,0.375,1,0
"2721",0.208333333333333,0.346610169491525,0.422950068712781,0.581845996940337,0.769230769230769,0,0.20555152394775,0.271290158082611,0.449324324324324,0.515254237288136,0.0384615384615385,0.10674768148385,0.187659357470678,0.279560810810811,0.666666666666667,0,1
"2722",0.208333333333333,0.399678738317757,0.540496696554979,0.610292182153198,1,0,0.264772727272727,0.350991033506371,0.441849226804124,0.603448275862069,0,0.0867790662191028,0.145833333333333,0.17628101836932,0.25,0,0
"2723",0.208333333333333,0.399678738317757,0.540496696554979,0.610292182153198,1,0,0.264772727272727,0.350991033506371,0.441849226804124,0.603448275862069,0,0.0867790662191028,0.145833333333333,0.17628101836932,0.25,1,0
"2724",0.208333333333333,0.417391304347826,0.538461538461538,0.659420289855073,1,0,0.207142857142857,0.308724832214765,0.416040100250627,0.59375,0,0.0515873015873016,0.140350877192982,0.242021276595745,0.36,0,0
